date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
6/27/2016,Italy,Spain,2,0,UEFA Euro,Saint-Denis,France,TRUE
6/30/2016,Macau,Mongolia,2,2,EAFF Championship,Dededo,Guam,TRUE
6/30/2016,Poland,Portugal,1,1,UEFA Euro,Marseille,France,TRUE
7/1/2016,Wales,Belgium,3,1,UEFA Euro,Villeneuve-d'Ascq,France,TRUE
7/2/2016,Germany,Italy,1,1,UEFA Euro,Bordeaux,France,TRUE
7/2/2016,Mongolia,Taiwan,0,2,EAFF Championship,Dededo,Guam,TRUE
7/2/2016,Northern Mariana Islands,Macau,1,3,EAFF Championship,Dededo,Guam,TRUE
7/3/2016,France,Iceland,5,2,UEFA Euro,Saint-Denis,France,FALSE
7/4/2016,Northern Mariana Islands,Mongolia,0,8,EAFF Championship,Dededo,Guam,TRUE
7/6/2016,Portugal,Wales,2,0,UEFA Euro,Lyon,France,TRUE
7/7/2016,France,Germany,2,0,UEFA Euro,Marseille,France,FALSE
7/10/2016,France,Portugal,0,1,UEFA Euro,Saint-Denis,France,FALSE
7/24/2016,Uzbekistan,Iraq,2,1,Friendly,Tashkent,Uzbekistan,FALSE
7/28/2016,Cambodia,Singapore,2,1,Friendly,Phnom Penh,Cambodia,FALSE
8/8/2016,Oman,Turkmenistan,1,0,Friendly,Muscat,Oman,FALSE
8/8/2016,Qatar,Iraq,2,1,Friendly,Doha,Qatar,FALSE
8/13/2016,Bhutan,India,0,3,Friendly,Thimphu,Bhutan,FALSE
8/18/2016,Jordan,Qatar,2,3,Friendly,Lucerne,Switzerland,TRUE
8/21/2016,Iraq,Korea DPR,1,1,Friendly,Paroi,Malaysia,TRUE
8/24/2016,Honduras,Nicaragua,1,0,Friendly,San Pedro Sula,Honduras,FALSE
8/24/2016,Korea DPR,United Arab Emirates,2,0,Friendly,Shanghai,China,TRUE
8/24/2016,Saudi Arabia,Laos,4,0,Friendly,Doha,Qatar,TRUE
8/24/2016,Uzbekistan,Burkina Faso,1,0,Friendly,Tashkent,Uzbekistan,FALSE
8/27/2016,Tajikistan,Syria,0,0,Friendly,Khujand,Tajikistan,FALSE
8/28/2016,Dominican Republic,Puerto Rico,5,0,Friendly,San Cristóbal,Dominican Republic,FALSE
8/30/2016,Egypt,Guinea,1,1,Friendly,Alexandria,Egypt,FALSE
8/30/2016,Kyrgyzstan,Kazakhstan,2,0,Friendly,Bishkek,Kyrgyzstan,FALSE
8/30/2016,Uganda,Kenya,0,0,Friendly,Kampala,Uganda,FALSE
8/31/2016,Albania,Morocco,0,0,Friendly,Shkodër,Albania,FALSE
8/31/2016,Czech Republic,Armenia,3,0,Friendly,Mladá Boleslav,Czech Republic,FALSE
8/31/2016,Denmark,Liechtenstein,5,0,Friendly,Horsens,Denmark,FALSE
8/31/2016,Estonia,Malta,1,1,Friendly,Pärnu,Estonia,FALSE
8/31/2016,Germany,Finland,2,0,Friendly,Mönchengladbach,Germany,FALSE
8/31/2016,Ireland,Oman,4,0,Friendly,Dublin,Ireland,FALSE
8/31/2016,Lebanon,Jordan,1,1,Friendly,Beirut,Lebanon,FALSE
8/31/2016,Norway,Belarus,0,1,Friendly,Oslo,Norway,FALSE
8/31/2016,Turkey,Russia,0,0,Friendly,Antalya,Turkey,FALSE
9/1/2016,Argentina,Uruguay,1,0,FIFA World Cup qualification,Mendoza,Argentina,FALSE
9/1/2016,Australia,Iraq,2,0,FIFA World Cup qualification,Perth,Australia,FALSE
9/1/2016,Bahrain,Singapore,3,1,Friendly,Riffa,Bahrain,FALSE
9/1/2016,Belgium,Spain,0,2,Friendly,Brussels,Belgium,FALSE
9/1/2016,Bolivia,Peru,0,3,FIFA World Cup qualification,La Paz,Bolivia,FALSE
9/1/2016,Colombia,Venezuela,2,0,FIFA World Cup qualification,Barranquilla,Colombia,FALSE
9/1/2016,Ecuador,Brazil,0,3,FIFA World Cup qualification,Quito,Ecuador,FALSE
9/1/2016,Hong Kong,Cambodia,4,2,Friendly,Kowloon,Hong Kong,FALSE
9/1/2016,Iran,Qatar,2,0,FIFA World Cup qualification,Teheran,Iran,FALSE
9/1/2016,Italy,France,1,3,Friendly,Bari,Italy,FALSE
9/1/2016,Japan,United Arab Emirates,1,2,FIFA World Cup qualification,Saitama,Japan,FALSE
9/1/2016,Korea Republic,China,3,2,FIFA World Cup qualification,Seoul,Korea Republic,FALSE
9/1/2016,Maldives,Bangladesh,5,0,Friendly,Malé,Maldives,FALSE
9/1/2016,Netherlands,Greece,1,2,Friendly,Eindhoven,Netherlands,FALSE
9/1/2016,Paraguay,Chile,2,1,FIFA World Cup qualification,Asunción,Paraguay,FALSE
9/1/2016,Portugal,Gibraltar,5,0,Friendly,Porto,Portugal,FALSE
9/1/2016,Saudi Arabia,Thailand,1,0,FIFA World Cup qualification,Riyadh,Saudi Arabia,FALSE
9/1/2016,Uzbekistan,Syria,1,0,FIFA World Cup qualification,Tashkent,Uzbekistan,FALSE
9/2/2016,El Salvador,Mexico,1,3,FIFA World Cup qualification,San Salvador,El Salvador,FALSE
9/2/2016,Haiti,Costa Rica,0,1,FIFA World Cup qualification,Port-au-Prince,Haiti,FALSE
9/2/2016,Honduras,Canada,2,1,FIFA World Cup qualification,San Pedro Sula,Honduras,FALSE
9/2/2016,Latvia,Luxembourg,3,1,Friendly,Riga,Latvia,FALSE
9/2/2016,Panama,Jamaica,2,0,FIFA World Cup qualification,Panama City,Panama,FALSE
9/2/2016,South Africa,Mauritania,1,1,African Cup of Nations qualification,Nelspruit,South Africa,FALSE
9/2/2016,St. Vincent and the Grenadines,USA,0,6,FIFA World Cup qualification,Kingstown,St. Vincent and the Grenadines,FALSE
9/2/2016,Sudan,Gabon,1,2,Friendly,Khartoum,Sudan,FALSE
9/2/2016,Trinidad and Tobago,Guatemala,2,2,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,FALSE
9/3/2016,Angola,Madagascar,1,1,African Cup of Nations qualification,Luanda,Angola,FALSE
9/3/2016,Cameroon,Gambia,2,0,African Cup of Nations qualification,Limbe,Cameroon,FALSE
9/3/2016,Cape Verde,Libya,0,1,African Cup of Nations qualification,Praia,Cape Verde,FALSE
9/3/2016,Ethiopia,Seychelles,2,1,African Cup of Nations qualification,Hawassa,Ethiopia,FALSE
9/3/2016,Ghana,Rwanda,1,1,African Cup of Nations qualification,Accra,Ghana,FALSE
9/3/2016,India,Puerto Rico,4,1,Friendly,Bombay,India,FALSE
9/3/2016,Ivory Coast,Sierra Leone,1,1,African Cup of Nations qualification,Bouaké,Ivory Coast,FALSE
9/3/2016,Mozambique,Mauritius,1,0,African Cup of Nations qualification,Maputo,Mozambique,FALSE
9/3/2016,Nigeria,Tanzania,1,0,African Cup of Nations qualification,Uyo,Nigeria,FALSE
9/3/2016,Senegal,Namibia,2,0,African Cup of Nations qualification,Dakar,Senegal,FALSE
9/4/2016,Algeria,Lesotho,6,0,African Cup of Nations qualification,Blida,Algeria,FALSE
9/4/2016,Bahrain,Jordan,0,0,Friendly,Isa Town,Bahrain,FALSE
9/4/2016,Burkina Faso,Botswana,2,1,African Cup of Nations qualification,Ouagadougou,Burkina Faso,FALSE
9/4/2016,Congo,Guinea-Bissau,1,0,African Cup of Nations qualification,Brazzaville,Congo,FALSE
9/4/2016,Congo DR,Central African Republic,4,1,African Cup of Nations qualification,Kinshasa,Congo DR,FALSE
9/4/2016,Czech Republic,Northern Ireland,0,0,FIFA World Cup qualification,Prague,Czech Republic,FALSE
9/4/2016,Denmark,Armenia,1,0,FIFA World Cup qualification,Copenhagen,Denmark,FALSE
9/4/2016,Equatorial Guinea,South Sudan,4,0,African Cup of Nations qualification,Malabo,Equatorial Guinea,FALSE
9/4/2016,Kazakhstan,Poland,2,2,FIFA World Cup qualification,Astana,Kazakhstan,FALSE
9/4/2016,Lithuania,Slovenia,2,2,FIFA World Cup qualification,Vilnius,Lithuania,FALSE
9/4/2016,Malawi,Swaziland,1,0,African Cup of Nations qualification,Blantyre,Malawi,FALSE
9/4/2016,Malta,Scotland,1,5,FIFA World Cup qualification,Attard,Malta,FALSE
9/4/2016,Norway,Germany,0,3,FIFA World Cup qualification,Oslo,Norway,FALSE
9/4/2016,Romania,Montenegro,1,1,FIFA World Cup qualification,Cluj,Romania,FALSE
9/4/2016,San Marino,Azerbaijan,0,1,FIFA World Cup qualification,Serravalle,San Marino,FALSE
9/4/2016,Slovakia,England,0,1,FIFA World Cup qualification,Trnava,Slovakia,FALSE
9/4/2016,Tunisia,Liberia,4,1,African Cup of Nations qualification,Monastir,Tunisia,FALSE
9/4/2016,Uganda,Comoros,1,0,African Cup of Nations qualification,Kampala,Uganda,FALSE
9/4/2016,Zambia,Kenya,1,1,African Cup of Nations qualification,Ndola,Zambia,FALSE
9/5/2016,Albania,Macedonia,2,1,FIFA World Cup qualification,Shkodër,Albania,FALSE
9/5/2016,Croatia,Turkey,1,1,FIFA World Cup qualification,Zagreb,Croatia,FALSE
9/5/2016,Finland,Kosovo,1,1,FIFA World Cup qualification,Turku,Finland,FALSE
9/5/2016,Georgia,Austria,1,2,FIFA World Cup qualification,Tbilisi,Georgia,FALSE
9/5/2016,Israel,Italy,1,3,FIFA World Cup qualification,Haifa,Israel,FALSE
9/5/2016,Lebanon,Afghanistan,2,0,Friendly,Beirut,Lebanon,FALSE
9/5/2016,Serbia,Ireland,2,2,FIFA World Cup qualification,Belgrade,Serbia,FALSE
9/5/2016,Spain,Liechtenstein,8,0,FIFA World Cup qualification,León,Spain,FALSE
9/5/2016,Ukraine,Iceland,1,1,FIFA World Cup qualification,Kyïv,Ukraine,FALSE
9/5/2016,Wales,Moldova,4,0,FIFA World Cup qualification,Cardiff,Wales,FALSE
9/6/2016,Andorra,Latvia,0,1,FIFA World Cup qualification,Sant Julià de Lòria,Andorra,FALSE
9/6/2016,Bangladesh,Bhutan,0,0,AFC Asian Cup qualification,Dhaka,Bangladesh,FALSE
9/6/2016,Belarus,France,0,0,FIFA World Cup qualification,Barysaw,Belarus,FALSE
9/6/2016,Bosnia-Herzegovina,Estonia,5,0,FIFA World Cup qualification,Zenica,Bosnia-Herzegovina,FALSE
9/6/2016,Brazil,Colombia,2,1,FIFA World Cup qualification,Manaus,Brazil,FALSE
9/6/2016,Bulgaria,Luxembourg,4,3,FIFA World Cup qualification,Sofia,Bulgaria,FALSE
9/6/2016,Cameroon,Gabon,2,1,Friendly,Limbe,Cameroon,FALSE
9/6/2016,Canada,El Salvador,3,1,FIFA World Cup qualification,Vancouver,Canada,FALSE
9/6/2016,Chile,Bolivia,3,0,FIFA World Cup qualification,Santiago,Chile,FALSE
9/6/2016,China,Iran,0,0,FIFA World Cup qualification,Shenyang,China,FALSE
9/6/2016,Costa Rica,Panama,3,1,FIFA World Cup qualification,San José,Costa Rica,FALSE
9/6/2016,Cyprus,Belgium,0,3,FIFA World Cup qualification,Nicosia,Cyprus,FALSE
9/6/2016,Faroe Islands,Hungary,0,0,FIFA World Cup qualification,Tórshavn,Faroe Islands,FALSE
9/6/2016,Gibraltar,Greece,1,4,FIFA World Cup qualification,Faro,Portugal,TRUE
9/6/2016,Indonesia,Malaysia,3,0,Friendly,Surakarta,Indonesia,FALSE
9/6/2016,Iraq,Saudi Arabia,1,2,FIFA World Cup qualification,Shah Alam,Malaysia,TRUE
9/6/2016,Jamaica,Haiti,0,2,FIFA World Cup qualification,Kingston,Jamaica,FALSE
9/6/2016,Kyrgyzstan,Philippines,1,2,Friendly,Bishkek,Kyrgyzstan,FALSE
9/6/2016,Maldives,Laos,4,0,AFC Asian Cup qualification,Malé,Maldives,FALSE
9/6/2016,Mexico,Honduras,0,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE
9/6/2016,Palestine,Tajikistan,1,1,Friendly,Hebron,Palestine,FALSE
9/6/2016,Peru,Ecuador,2,1,FIFA World Cup qualification,Lima,Peru,FALSE
9/6/2016,Qatar,Uzbekistan,0,1,FIFA World Cup qualification,Doha,Qatar,FALSE
9/6/2016,Russia,Ghana,1,0,Friendly,Moscow,Russia,FALSE
9/6/2016,South Africa,Egypt,1,0,Friendly,Johannesburg,South Africa,FALSE
9/6/2016,Sweden,Netherlands,1,1,FIFA World Cup qualification,Solna,Sweden,FALSE
9/6/2016,Switzerland,Portugal,2,0,FIFA World Cup qualification,Basel,Switzerland,FALSE
9/6/2016,Syria,Korea Republic,0,0,FIFA World Cup qualification,Paroi,Malaysia,TRUE
9/6/2016,Thailand,Japan,0,2,FIFA World Cup qualification,Bangkok,Thailand,FALSE
9/6/2016,United Arab Emirates,Australia,0,1,FIFA World Cup qualification,Abu Dhabi,United Arab Emirates,FALSE
9/6/2016,Uruguay,Paraguay,4,0,FIFA World Cup qualification,Montevideo,Uruguay,FALSE
9/6/2016,USA,Trinidad and Tobago,4,0,FIFA World Cup qualification,Jacksonville,USA,FALSE
9/6/2016,Venezuela,Argentina,2,2,FIFA World Cup qualification,Mérida,Venezuela,FALSE
9/29/2016,Qatar,Serbia,3,0,Friendly,Doha,Qatar,FALSE
9/30/2016,Botswana,Angola,1,1,Friendly,Gaborone,Botswana,FALSE
10/4/2016,Congo DR,Kenya,0,1,Friendly,Kinshasa,Congo DR,FALSE
10/4/2016,Togo,Uganda,1,0,Friendly,Lomé,Togo,FALSE
10/5/2016,Curaçao,Antigua and Barbuda,3,0,CFU Caribbean Cup qualification,Willemstad,Curaçao,FALSE
10/5/2016,Solomon Islands,New Caledonia,0,3,Friendly,Honiara,Solomon Islands,FALSE
10/5/2016,Tajikistan,Palestine,3,3,Friendly,Dushanbe,Tajikistan,FALSE
10/5/2016,Trinidad and Tobago,Dominican Republic,4,0,CFU Caribbean Cup qualification,Couva,Trinidad and Tobago,FALSE
10/6/2016,Austria,Wales,2,2,FIFA World Cup qualification,Vienna,Austria,FALSE
10/6/2016,Brazil,Bolivia,5,0,FIFA World Cup qualification,Natal,Brazil,FALSE
10/6/2016,Cambodia,Hong Kong,0,2,Friendly,Phnom Penh,Cambodia,FALSE
10/6/2016,China,Syria,0,1,FIFA World Cup qualification,Xi'an,China,FALSE
10/6/2016,Ecuador,Chile,3,0,FIFA World Cup qualification,Quito,Ecuador,FALSE
10/6/2016,Iceland,Finland,3,2,FIFA World Cup qualification,Reykjavík,Iceland,FALSE
10/6/2016,Ireland,Georgia,1,0,FIFA World Cup qualification,Dublin,Ireland,FALSE
10/6/2016,Italy,Spain,1,1,FIFA World Cup qualification,Turin,Italy,FALSE
10/6/2016,Japan,Iraq,2,1,FIFA World Cup qualification,Saitama,Japan,FALSE
10/6/2016,Korea Republic,Qatar,3,2,FIFA World Cup qualification,Suwon,Korea Republic,FALSE
10/6/2016,Kosovo,Croatia,0,6,FIFA World Cup qualification,Shkodër,Albania,TRUE
10/6/2016,Kyrgyzstan,Lebanon,0,0,Friendly,Bishkek,Kyrgyzstan,FALSE
10/6/2016,Liechtenstein,Albania,0,2,FIFA World Cup qualification,Vaduz,Liechtenstein,FALSE
10/6/2016,Macedonia,Israel,1,2,FIFA World Cup qualification,Skopje,Macedonia,FALSE
10/6/2016,Mauritania,Canada,0,4,Friendly,Marrakech,Morocco,TRUE
10/6/2016,Moldova,Serbia,0,3,FIFA World Cup qualification,Chișinău,Moldova,FALSE
10/6/2016,Paraguay,Colombia,0,1,FIFA World Cup qualification,Asunción,Paraguay,FALSE
10/6/2016,Peru,Argentina,2,2,FIFA World Cup qualification,Lima,Peru,FALSE
10/6/2016,Saudi Arabia,Australia,2,2,FIFA World Cup qualification,Jeddah,Saudi Arabia,FALSE
10/6/2016,Turkey,Ukraine,2,2,FIFA World Cup qualification,Konya,Turkey,FALSE
10/6/2016,United Arab Emirates,Thailand,3,1,FIFA World Cup qualification,Abu Dhabi,United Arab Emirates,FALSE
10/6/2016,Uruguay,Venezuela,3,0,FIFA World Cup qualification,Montevideo,Uruguay,FALSE
10/6/2016,Uzbekistan,Iran,0,1,FIFA World Cup qualification,Tashkent,Uzbekistan,FALSE
10/6/2016,Vietnam,Korea DPR,5,2,Friendly,Ho Chi Minh City,Vietnam,FALSE
10/7/2016,Belgium,Bosnia-Herzegovina,4,0,FIFA World Cup qualification,Brussels,Belgium,FALSE
10/7/2016,Cuba,USA,0,2,Friendly,Havana,Cuba,FALSE
10/7/2016,Estonia,Gibraltar,4,0,FIFA World Cup qualification,Tallinn,Estonia,FALSE
10/7/2016,France,Bulgaria,4,1,FIFA World Cup qualification,Saint-Denis,France,FALSE
10/7/2016,Ghana,Uganda,0,0,FIFA World Cup qualification,Tamale,Ghana,FALSE
10/7/2016,Greece,Cyprus,2,0,FIFA World Cup qualification,Piraeus,Greece,FALSE
10/7/2016,Hungary,Switzerland,2,3,FIFA World Cup qualification,Budapest,Hungary,FALSE
10/7/2016,Latvia,Faroe Islands,0,2,FIFA World Cup qualification,Riga,Latvia,FALSE
10/7/2016,Luxembourg,Sweden,0,1,FIFA World Cup qualification,Luxembourg,Luxembourg,FALSE
10/7/2016,Netherlands,Belarus,4,1,FIFA World Cup qualification,Rotterdam,Netherlands,FALSE
10/7/2016,Oman,Jordan,1,1,Friendly,Muscat,Oman,FALSE
10/7/2016,Philippines,Bahrain,1,3,Friendly,Manila,Philippines,FALSE
10/7/2016,Portugal,Andorra,6,0,FIFA World Cup qualification,Aveiro,Portugal,FALSE
10/7/2016,Singapore,Malaysia,0,0,Friendly,Kallang,Singapore,FALSE
10/8/2016,Armenia,Romania,0,5,FIFA World Cup qualification,Yerevan,Armenia,FALSE
10/8/2016,Azerbaijan,Norway,1,0,FIFA World Cup qualification,Baku,Azerbaijan,FALSE
10/8/2016,Belize,Honduras,1,2,Friendly,Belmopan,Belize,FALSE
10/8/2016,Burkina Faso,South Africa,1,1,FIFA World Cup qualification,Ouagadougou,Burkina Faso,FALSE
10/8/2016,Congo DR,Libya,4,0,FIFA World Cup qualification,Kinshasa,Congo DR,FALSE
10/8/2016,Dominican Republic,Martinique,1,2,CFU Caribbean Cup qualification,San Cristóbal,Dominican Republic,FALSE
10/8/2016,England,Malta,2,0,FIFA World Cup qualification,London,England,FALSE
10/8/2016,French Guyana,St. Kitts and Nevis,1,0,CFU Caribbean Cup qualification,Cayenne,French Guyana,FALSE
10/8/2016,Gabon,Morocco,0,0,FIFA World Cup qualification,Franceville,Gabon,FALSE
10/8/2016,Germany,Czech Republic,3,0,FIFA World Cup qualification,Hamburg,Germany,FALSE
10/8/2016,Ivory Coast,Mali,3,1,FIFA World Cup qualification,Bouaké,Ivory Coast,FALSE
10/8/2016,Mexico,New Zealand,2,1,Friendly,Nashville,USA,TRUE
10/8/2016,Montenegro,Kazakhstan,5,0,FIFA World Cup qualification,Podgorica,Montenegro,FALSE
10/8/2016,Northern Ireland,San Marino,4,0,FIFA World Cup qualification,Belfast,Northern Ireland,FALSE
10/8/2016,Poland,Denmark,3,2,FIFA World Cup qualification,Warsaw,Poland,FALSE
10/8/2016,Scotland,Lithuania,1,1,FIFA World Cup qualification,Glasgow,Scotland,FALSE
10/8/2016,Senegal,Cape Verde,2,0,FIFA World Cup qualification,Dakar,Senegal,FALSE
10/8/2016,Slovenia,Slovakia,1,0,FIFA World Cup qualification,Ljubljana,Slovenia,FALSE
10/8/2016,Solomon Islands,New Caledonia,0,1,Friendly,Honiara,Solomon Islands,FALSE
10/8/2016,Suriname,Guyana,3,2,CFU Caribbean Cup qualification,Paramaribo,Suriname,FALSE
10/8/2016,Taiwan,East Timor,2,1,AFC Asian Cup qualification,Kaohsiung,Taiwan,FALSE
10/9/2016,Albania,Spain,0,2,FIFA World Cup qualification,Shkodër,Albania,FALSE
10/9/2016,Algeria,Cameroon,1,1,FIFA World Cup qualification,Blida,Algeria,FALSE
10/9/2016,Cambodia,Sri Lanka,4,0,Friendly,Phnom Penh,Cambodia,FALSE
10/9/2016,Congo,Egypt,1,2,FIFA World Cup qualification,Brazzaville,Congo,FALSE
10/9/2016,Finland,Croatia,0,1,FIFA World Cup qualification,Tampere,Finland,FALSE
10/9/2016,Iceland,Turkey,2,0,FIFA World Cup qualification,Reykjavík,Iceland,FALSE
10/9/2016,Indonesia,Vietnam,2,2,Friendly,Sleman,Indonesia,FALSE
10/9/2016,Israel,Liechtenstein,2,1,FIFA World Cup qualification,Jerusalem,Israel,FALSE
10/9/2016,Macedonia,Italy,2,3,FIFA World Cup qualification,Skopje,Macedonia,FALSE
10/9/2016,Moldova,Ireland,1,3,FIFA World Cup qualification,Chișinău,Moldova,FALSE
10/9/2016,Russia,Costa Rica,3,4,Friendly,Krasnodar,Russia,FALSE
10/9/2016,Serbia,Austria,3,2,FIFA World Cup qualification,Belgrade,Serbia,FALSE
10/9/2016,Togo,Mozambique,2,0,Friendly,Lomé,Togo,FALSE
10/9/2016,Tunisia,Guinea,2,0,FIFA World Cup qualification,Monastir,Tunisia,FALSE
10/9/2016,Ukraine,Kosovo,3,0,FIFA World Cup qualification,Cracow,Poland,TRUE
10/9/2016,Wales,Georgia,1,1,FIFA World Cup qualification,Cardiff,Wales,FALSE
10/9/2016,Zambia,Nigeria,1,2,FIFA World Cup qualification,Ndola,Zambia,FALSE
10/10/2016,Andorra,Switzerland,1,2,FIFA World Cup qualification,Sant Julià de Lòria,Andorra,FALSE
10/10/2016,Belarus,Luxembourg,1,1,FIFA World Cup qualification,Barysaw,Belarus,FALSE
10/10/2016,Bhutan,Bangladesh,3,1,AFC Asian Cup qualification,Thimphu,Bhutan,FALSE
10/10/2016,Bosnia-Herzegovina,Cyprus,2,0,FIFA World Cup qualification,Zenica,Bosnia-Herzegovina,FALSE
10/10/2016,Estonia,Greece,0,2,FIFA World Cup qualification,Tallinn,Estonia,FALSE
10/10/2016,Faroe Islands,Portugal,0,6,FIFA World Cup qualification,Tórshavn,Faroe Islands,FALSE
10/10/2016,Gibraltar,Belgium,0,6,FIFA World Cup qualification,Faro,Portugal,TRUE
10/10/2016,Latvia,Hungary,0,2,FIFA World Cup qualification,Riga,Latvia,FALSE
10/10/2016,Netherlands,France,0,1,FIFA World Cup qualification,Amsterdam,Netherlands,FALSE
10/10/2016,Philippines,Korea DPR,1,3,Friendly,Manila,Philippines,FALSE
10/10/2016,Sweden,Bulgaria,3,0,FIFA World Cup qualification,Solna,Sweden,FALSE
10/11/2016,Argentina,Paraguay,0,1,FIFA World Cup qualification,Córdoba,Argentina,FALSE
10/11/2016,Australia,Japan,1,1,FIFA World Cup qualification,Melbourne,Australia,FALSE
10/11/2016,Bolivia,Ecuador,2,2,FIFA World Cup qualification,La Paz,Bolivia,FALSE
10/11/2016,Chile,Peru,2,1,FIFA World Cup qualification,Santiago,Chile,FALSE
10/11/2016,Colombia,Uruguay,2,2,FIFA World Cup qualification,Barranquilla,Colombia,FALSE
10/11/2016,Czech Republic,Azerbaijan,0,0,FIFA World Cup qualification,Ostrava,Czech Republic,FALSE
10/11/2016,Denmark,Montenegro,0,1,FIFA World Cup qualification,Copenhagen,Denmark,FALSE
10/11/2016,Germany,Northern Ireland,2,0,FIFA World Cup qualification,Hanover,Germany,FALSE
10/11/2016,Hong Kong,Singapore,2,0,Friendly,Kowloon,Hong Kong,FALSE
10/11/2016,Iran,Korea Republic,1,0,FIFA World Cup qualification,Teheran,Iran,FALSE
10/11/2016,Iraq,Thailand,4,0,FIFA World Cup qualification,Teheran,Iran,TRUE
10/11/2016,Kazakhstan,Romania,0,0,FIFA World Cup qualification,Astana,Kazakhstan,FALSE
10/11/2016,Kyrgyzstan,Turkmenistan,1,0,Friendly,Bishkek,Kyrgyzstan,FALSE
10/11/2016,Laos,Maldives,1,1,AFC Asian Cup qualification,Vientiane,Laos,FALSE
10/11/2016,Lebanon,Equatorial Guinea,1,1,Friendly,Beirut,Lebanon,FALSE
10/11/2016,Lithuania,Malta,2,0,FIFA World Cup qualification,Vilnius,Lithuania,FALSE
10/11/2016,Malaysia,Afghanistan,1,1,Friendly,Shah Alam,Malaysia,FALSE
10/11/2016,Mexico,Panama,1,0,Friendly,Bridgeview,USA,TRUE
10/11/2016,Morocco,Canada,4,0,Friendly,Marrakech,Morocco,FALSE
10/11/2016,Norway,San Marino,4,1,FIFA World Cup qualification,Oslo,Norway,FALSE
10/11/2016,Oman,Bahrain,2,2,Friendly,Muscat,Oman,FALSE
10/11/2016,Poland,Armenia,2,1,FIFA World Cup qualification,Warsaw,Poland,FALSE
10/11/2016,Puerto Rico,Curaçao,2,4,CFU Caribbean Cup qualification,Bayamón,Puerto Rico,FALSE
10/11/2016,Qatar,Syria,1,0,FIFA World Cup qualification,Doha,Qatar,FALSE
10/11/2016,Saudi Arabia,United Arab Emirates,3,0,FIFA World Cup qualification,Jeddah,Saudi Arabia,FALSE
10/11/2016,Slovakia,Scotland,3,0,FIFA World Cup qualification,Trnava,Slovakia,FALSE
10/11/2016,Slovenia,England,0,0,FIFA World Cup qualification,Ljubljana,Slovenia,FALSE
10/11/2016,South Africa,Ghana,1,1,Friendly,Durban,South Africa,FALSE
10/11/2016,Uzbekistan,China,2,0,FIFA World Cup qualification,Tashkent,Uzbekistan,FALSE
10/11/2016,Venezuela,Brazil,0,2,FIFA World Cup qualification,Mérida,Venezuela,FALSE
10/15/2016,Brunei,East Timor,2,1,AFF Championship,Phnom Penh,Cambodia,TRUE
10/15/2016,Cambodia,Laos,2,1,AFF Championship,Phnom Penh,Cambodia,FALSE
10/18/2016,Cambodia,Brunei,3,0,AFF Championship,Phnom Penh,Cambodia,FALSE
10/18/2016,East Timor,Laos,1,2,AFF Championship,Phnom Penh,Cambodia,TRUE
10/21/2016,Cambodia,East Timor,3,2,AFF Championship,Phnom Penh,Cambodia,FALSE
10/21/2016,Laos,Brunei,4,3,AFF Championship,Phnom Penh,Cambodia,TRUE
11/2/2016,Brunei,East Timor,4,0,AFC Challenge Cup,Kuching,Malaysia,TRUE
11/3/2016,Macau,Mongolia,2,1,AFC Challenge Cup,Kuching,Malaysia,TRUE
11/3/2016,Sri Lanka,Laos,1,2,AFC Challenge Cup,Kuching,Malaysia,TRUE
11/4/2016,Burma,Indonesia,0,0,Friendly,Rangoon,Burma,FALSE
11/5/2016,East Timor,Nepal,0,0,AFC Challenge Cup,Kuching,Malaysia,TRUE
11/5/2016,Zimbabwe,Zambia,1,0,Friendly,Harare,Zimbabwe,FALSE
11/6/2016,Hong Kong,Guam,3,2,EAFF Championship,Kowloon,Hong Kong,FALSE
11/6/2016,Jordan,Iraq,0,0,Friendly,Amman,Jordan,FALSE
11/6/2016,Korea DPR,Taiwan,2,0,EAFF Championship,Kowloon,Hong Kong,TRUE
11/6/2016,Laos,Macau,1,4,AFC Challenge Cup,Kuching,Malaysia,TRUE
11/6/2016,Mongolia,Sri Lanka,2,0,AFC Challenge Cup,Kuching,Malaysia,TRUE
11/7/2016,Tahiti,Solomon Islands,3,0,FIFA World Cup qualification,Pirae,French Polynesia,TRUE
11/8/2016,Nepal,Brunei,3,0,AFC Challenge Cup,Kuching,Malaysia,TRUE
11/8/2016,Uganda,Zambia,0,1,Friendly,Kampala,Uganda,FALSE
11/8/2016,Vietnam,Indonesia,3,2,Friendly,Hanoi,Vietnam,FALSE
11/9/2016,Greece,Belarus,0,1,Friendly,Piraeus,Greece,FALSE
11/9/2016,Guam,Korea DPR,0,2,EAFF Championship,Kowloon,Hong Kong,TRUE
11/9/2016,Haiti,French Guyana,2,5,CFU Caribbean Cup qualification,Port-au-Prince,Haiti,FALSE
11/9/2016,Hong Kong,Taiwan,4,2,EAFF Championship,Kowloon,Hong Kong,FALSE
11/9/2016,Mongolia,Laos,0,3,AFC Challenge Cup,Kuching,Malaysia,TRUE
11/9/2016,Netherlands,Belgium,1,1,Friendly,Amsterdam,Netherlands,FALSE
11/9/2016,Philippines,Kyrgyzstan,1,0,Friendly,Manila,Philippines,FALSE
