date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1/1/1993,Ghana,Mali,1,1,Friendly,Libreville,Gabon,TRUE
1/2/1993,Gabon,Burkina Faso,1,1,Friendly,Libreville,Gabon,FALSE
1/2/1993,Kuwait,Lebanon,2,0,Friendly,Kuwait City,Kuwait,FALSE
1/3/1993,Burkina Faso,Mali,1,0,Friendly,Libreville,Gabon,TRUE
1/3/1993,Gabon,Ghana,2,3,Friendly,Libreville,Gabon,FALSE
1/8/1993,Uganda,Tanzania,3,1,Friendly,Kampala,Uganda,FALSE
1/9/1993,Sierra Leone,Togo,0,0,African Cup of Nations qualification,Conakry,Guinea,TRUE
1/10/1993,Angola,Zimbabwe,1,1,FIFA World Cup qualification,Luanda,Angola,FALSE
1/10/1993,Botswana,South Africa,0,2,Friendly,Gaborone,Botswana,FALSE
1/10/1993,Congo DR,Cameroon,1,2,FIFA World Cup qualification,Kinshasa,Zaïre,FALSE
1/10/1993,Senegal,Algeria,1,2,African Cup of Nations qualification,Dakar,Senegal,FALSE
1/10/1993,Tunisia,Bulgaria,3,0,Friendly,Béja,Tunisia,FALSE
1/10/1993,Uganda,Tanzania,2,0,Friendly,Kampala,Uganda,FALSE
1/16/1993,South Africa,Nigeria,0,0,FIFA World Cup qualification,Johannesburg,South Africa,FALSE
1/16/1993,Tanzania,Zambia,1,3,FIFA World Cup qualification,Mwanza,Tanzania,FALSE
1/17/1993,Benin,Tunisia,0,5,FIFA World Cup qualification,Cotonou,Benin,FALSE
1/17/1993,Botswana,Ivory Coast,0,0,FIFA World Cup qualification,Gaborone,Botswana,FALSE
1/17/1993,Burundi,Algeria,0,0,FIFA World Cup qualification,Bujumbura,Burundi,FALSE
1/17/1993,Ethiopia,Morocco,0,1,FIFA World Cup qualification,Addis Abeba,Ethiopia,FALSE
1/17/1993,Mozambique,Gabon,1,1,FIFA World Cup qualification,Maputo,Mozambique,FALSE
1/17/1993,Namibia,Madagascar,0,1,FIFA World Cup qualification,Windhoek,Namibia,FALSE
1/17/1993,Swaziland,Cameroon,0,0,FIFA World Cup qualification,Mbabane,Swaziland,FALSE
1/17/1993,Togo,Zimbabwe,1,2,FIFA World Cup qualification,Lomé,Togo,FALSE
1/18/1993,Angola,Egypt,0,0,FIFA World Cup qualification,Luanda,Angola,FALSE
1/19/1993,Korea DPR,Bolivia,2,1,Nehru Cup,Madras,India,TRUE
1/20/1993,Guinea-Bissau,Guinea,2,1,Friendly,Bissau,Guinea-Bissau,FALSE
1/20/1993,India,Finland,0,0,Nehru Cup,Madras,India,FALSE
1/20/1993,Italy,Mexico,2,0,Friendly,Florence,Italy,FALSE
1/22/1993,Cameroon,Finland,0,0,Nehru Cup,Madras,India,TRUE
1/23/1993,Ghana,Niger,4,0,Friendly,Kumasi,Ghana,FALSE
1/23/1993,Guinea-Bissau,Algeria,1,4,African Cup of Nations qualification,Bissau,Guinea-Bissau,FALSE
1/23/1993,Venezuela,Peru,0,0,Friendly,Puerto Ordaz,Venezuela,FALSE
1/24/1993,India,Cameroon,1,1,Nehru Cup,Madras,India,FALSE
1/24/1993,Malta,Portugal,0,1,FIFA World Cup qualification,Attard,Malta,FALSE
1/24/1993,Togo,Senegal,1,1,African Cup of Nations qualification,Lomé,Togo,FALSE
1/25/1993,Bolivia,Russia,1,2,Nehru Cup,Madras,India,TRUE
1/26/1993,India,Finland,0,2,Nehru Cup,Madras,India,FALSE
1/27/1993,Ecuador,Belarus,1,1,Friendly,Guayaquil,Ecuador,FALSE
1/27/1993,Peru,Honduras,1,1,Friendly,Lima,Peru,FALSE
1/27/1993,Spain,Mexico,1,1,Friendly,Las Palmas,Spain,FALSE
1/28/1993,Cameroon,Finland,2,0,Nehru Cup,Madras,India,TRUE
1/29/1993,Bolivia,Honduras,3,1,Friendly,Cochabamba,Bolivia,FALSE
1/30/1993,India,Cameroon,2,2,Nehru Cup,Madras,India,FALSE
1/30/1993,Peru,Belarus,1,1,Friendly,Lima,Peru,FALSE
1/30/1993,Senegal,Mozambique,6,1,FIFA World Cup qualification,Dakar,Senegal,FALSE
1/30/1993,USA,Denmark,2,2,Friendly,Tempe,USA,FALSE
1/30/1993,Zambia,Namibia,4,0,FIFA World Cup qualification,Lusaka,Zambia,FALSE
1/31/1993,Congo,South Africa,0,1,FIFA World Cup qualification,Pointe-Noire,Congo,FALSE
1/31/1993,Ecuador,Romania,3,0,Friendly,Guayaquil,Ecuador,FALSE
1/31/1993,Egypt,Togo,3,0,FIFA World Cup qualification,Cairo,Egypt,FALSE
1/31/1993,Ghana,Burundi,1,0,FIFA World Cup qualification,Kumasi,Ghana,FALSE
1/31/1993,Ivory Coast,Niger,1,0,FIFA World Cup qualification,Abidjan,Ivory Coast,FALSE
1/31/1993,Korea DPR,Finland,3,2,Nehru Cup,Madras,India,TRUE
1/31/1993,Morocco,Benin,5,0,FIFA World Cup qualification,Rabat,Morocco,FALSE
1/31/1993,Tunisia,Ethiopia,3,0,FIFA World Cup qualification,Tunis,Tunisia,FALSE
1/31/1993,Zimbabwe,Angola,2,1,FIFA World Cup qualification,Harare,Zimbabwe,FALSE
2/1/1993,Cyprus,Poland,0,0,Friendly,Nicosia,Cyprus,FALSE
2/3/1993,Israel,Poland,0,0,Friendly,Ramat-Gan,Israel,FALSE
2/3/1993,Peru,Romania,0,2,Friendly,Lima,Peru,FALSE
2/5/1993,Malaysia,Singapore,2,1,Merdeka Tournament,Kuala Lumpur,Malaysia,FALSE
2/6/1993,Ghana,Indonesia,2,0,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
2/6/1993,USA,Romania,1,1,Friendly,Santa Barbara,USA,FALSE
2/7/1993,Malaysia,Thailand,1,1,Merdeka Tournament,Kuala Lumpur,Malaysia,FALSE
2/8/1993,Korea Republic,Indonesia,3,0,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
2/9/1993,Singapore,Thailand,1,1,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
2/10/1993,Ghana,Korea Republic,1,3,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
2/10/1993,Mexico,Romania,0,2,Friendly,Monterrey,Mexico,FALSE
2/10/1993,Portugal,Norway,1,1,Friendly,Faro,Portugal,FALSE
2/10/1993,Thailand,China,1,0,King's Cup,Bangkok,Thailand,FALSE
2/13/1993,Cyprus,Belgium,0,3,FIFA World Cup qualification,Nicosia,Cyprus,FALSE
2/13/1993,USA,Russia,0,1,Friendly,Orlando,USA,FALSE
2/14/1993,Malaysia,Korea Republic,3,1,Merdeka Tournament,Kuala Lumpur,Malaysia,FALSE
2/16/1993,Costa Rica,Nicaragua,6,0,UNCAF Cup,San José,Costa Rica,FALSE
2/16/1993,Thailand,China,0,4,King's Cup,Bangkok,Thailand,FALSE
2/17/1993,Albania,Northern Ireland,1,2,FIFA World Cup qualification,Tirana,Albania,FALSE
2/17/1993,El Salvador,Russia,1,2,Friendly,Pasadena,USA,TRUE
2/17/1993,England,San Marino,6,0,FIFA World Cup qualification,London,England,FALSE
2/17/1993,Greece,Luxembourg,2,0,FIFA World Cup qualification,Athens,Greece,FALSE
2/17/1993,Ireland,Wales,2,1,Friendly,Dublin,Ireland,FALSE
2/17/1993,Israel,France,0,4,FIFA World Cup qualification,Ramat-Gan,Israel,FALSE
2/17/1993,Scotland,Malta,3,0,FIFA World Cup qualification,Glasgow,Scotland,FALSE
2/18/1993,Argentina,Brazil,1,1,Friendly,Buenos Aires,Argentina,FALSE
2/18/1993,United Arab Emirates,Bulgaria,1,0,Friendly,Dubai,United Arab Emirates,FALSE
2/19/1993,Costa Rica,Nicaragua,2,0,UNCAF Cup,San José,Costa Rica,FALSE
2/20/1993,Finland,Estonia,0,0,Friendly,Vantaa,Finland,FALSE
2/20/1993,Latvia,Lithuania,1,2,Friendly,Vantaa,Finland,TRUE
2/20/1993,United Arab Emirates,Bulgaria,1,3,Friendly,Dubai,United Arab Emirates,FALSE
2/21/1993,Estonia,Latvia,0,2,Friendly,Vantaa,Finland,TRUE
2/21/1993,Finland,Lithuania,3,0,Friendly,Vantaa,Finland,FALSE
2/21/1993,USA,Russia,0,0,Friendly,Palo Alto,USA,FALSE
2/24/1993,Argentina,Denmark,1,1,Friendly,Mar del Plata,Argentina,FALSE
2/24/1993,Kuwait,China,1,0,Friendly,Kuwait City,Kuwait,FALSE
2/24/1993,Netherlands,Turkey,3,1,FIFA World Cup qualification,Utrecht,Netherlands,FALSE
2/24/1993,Portugal,Italy,1,3,FIFA World Cup qualification,Porto,Portugal,FALSE
2/24/1993,Spain,Lithuania,5,0,FIFA World Cup qualification,Seville,Spain,FALSE
2/24/1993,Venezuela,Colombia,0,0,Friendly,San Cristóbal,Venezuela,FALSE
2/26/1993,Algeria,Ghana,2,1,FIFA World Cup qualification,Tlemcen,Algeria,FALSE
2/27/1993,Kenya,Guinea,2,0,FIFA World Cup qualification,Nairobi,Kenya,FALSE
2/27/1993,Nigeria,Congo,2,0,FIFA World Cup qualification,Enugu,Nigeria,FALSE
2/27/1993,Senegal,Gabon,1,0,FIFA World Cup qualification,Dakar,Senegal,FALSE
2/28/1993,Benin,Ethiopia,1,0,FIFA World Cup qualification,Cotonou,Benin,FALSE
2/28/1993,Morocco,Tunisia,0,0,FIFA World Cup qualification,Casablanca,Morocco,FALSE
2/28/1993,Niger,Botswana,2,1,FIFA World Cup qualification,Niamey,Niger,FALSE
2/28/1993,Togo,Angola,0,1,FIFA World Cup qualification,Lomé,Togo,FALSE
2/28/1993,Zambia,Madagascar,3,1,FIFA World Cup qualification,Lusaka,Zambia,FALSE
3/1/1993,Cameroon,Congo DR,0,0,FIFA World Cup qualification,Yaoundé,Cameroon,FALSE
3/2/1993,Jordan,Syria,1,1,Friendly,Irbid,Jordan,FALSE
3/3/1993,Martinique,French Guyana,2,1,CFU Caribbean Cup qualification,Fort-de-France,Martinique,FALSE
3/3/1993,Paraguay,Bolivia,1,0,Copa Paz del Chaco,Asunción,Paraguay,FALSE
3/5/1993,El Salvador,Costa Rica,0,1,UNCAF Cup,Tegucigalpa,Honduras,TRUE
3/5/1993,Honduras,Panama,2,0,UNCAF Cup,Tegucigalpa,Honduras,FALSE
3/7/1993,El Salvador,Panama,1,1,UNCAF Cup,Tegucigalpa,Honduras,TRUE
3/7/1993,Honduras,Costa Rica,2,0,UNCAF Cup,Tegucigalpa,Honduras,FALSE
3/7/1993,Japan,Hungary,0,1,Kirin Cup,Fukuoka,Japan,FALSE
3/9/1993,Canada,Korea Republic,0,2,Friendly,Coquitlam,Canada,FALSE
3/9/1993,Costa Rica,Panama,2,0,UNCAF Cup,Tegucigalpa,Honduras,TRUE
3/9/1993,Honduras,El Salvador,3,0,UNCAF Cup,Tegucigalpa,Honduras,FALSE
3/10/1993,Austria,Greece,2,1,Friendly,Vienna,Austria,FALSE
3/10/1993,Hungary,USA,0,0,Kirin Cup,Nagoya,Japan,TRUE
3/10/1993,San Marino,Turkey,0,0,FIFA World Cup qualification,Serravalle,San Marino,FALSE
3/11/1993,Canada,Korea Republic,2,0,Friendly,Victoria,Canada,FALSE
3/11/1993,Guyana,Cayman Islands,3,2,CFU Caribbean Cup qualification,Georgetown,Guyana,FALSE
3/11/1993,Puerto Rico,Barbados,1,0,CFU Caribbean Cup qualification,Georgetown,Guyana,TRUE
3/12/1993,Cayman Islands,Barbados,1,6,CFU Caribbean Cup qualification,Georgetown,Guyana,TRUE
3/12/1993,El Salvador,Bolivia,2,2,Friendly,San Salvador,El Salvador,FALSE
3/12/1993,Guyana,Puerto Rico,0,2,CFU Caribbean Cup qualification,Georgetown,Guyana,FALSE
3/12/1993,Qatar,Jordan,1,2,Friendly,Doha,Qatar,FALSE
3/14/1993,Guyana,Barbados,0,3,CFU Caribbean Cup qualification,Georgetown,Guyana,FALSE
3/14/1993,Honduras,Bolivia,0,0,Friendly,San Pedro Sula,Honduras,FALSE
3/14/1993,Japan,USA,3,1,Kirin Cup,Tokyo,Japan,FALSE
3/14/1993,Puerto Rico,Cayman Islands,4,0,CFU Caribbean Cup qualification,Georgetown,Guyana,TRUE
3/16/1993,Honduras,Bolivia,0,0,Friendly,Tegucigalpa,Honduras,FALSE
3/16/1993,Kuwait,Syria,2,1,Friendly,Kuwait City,Kuwait,FALSE
3/17/1993,Brazil,Poland,2,2,Friendly,Ribeirão Preto,Brazil,FALSE
3/17/1993,Tunisia,Switzerland,0,1,Friendly,Tunis,Tunisia,FALSE
3/23/1993,El Salvador,USA,2,2,Friendly,San Salvador,El Salvador,FALSE
3/24/1993,Costa Rica,Canada,0,1,Friendly,San José,Costa Rica,FALSE
3/24/1993,Cyprus,Czech Republic,1,1,FIFA World Cup qualification,Limassol,Cyprus,FALSE
3/24/1993,French Guyana,Guadeloupe,2,1,CFU Caribbean Cup qualification,Cayenne,French Guyana,FALSE
3/24/1993,Israel,Russia,2,2,Friendly,Haifa,Israel,FALSE
3/24/1993,Italy,Malta,6,1,FIFA World Cup qualification,Palermo,Italy,FALSE
3/24/1993,Netherlands,San Marino,6,0,FIFA World Cup qualification,Utrecht,Netherlands,FALSE
3/24/1993,Scotland,Germany,0,1,Friendly,Glasgow,Scotland,FALSE
3/25/1993,Honduras,USA,4,1,Friendly,Tegucigalpa,Honduras,FALSE
3/26/1993,Lebanon,Jordan,1,0,Friendly,Beirut,Lebanon,FALSE
3/27/1993,Austria,France,0,1,FIFA World Cup qualification,Vienna,Austria,FALSE
3/27/1993,Malawi,Zambia,1,0,Friendly,Lilongwe,Malawi,FALSE
3/30/1993,Qatar,Norway,1,6,Friendly,Doha,Qatar,FALSE
3/30/1993,Slovakia,Lithuania,2,2,Friendly,Dunajská Streda,Slovakia,FALSE
3/31/1993,Chile,Bolivia,2,1,Friendly,Arica,Chile,FALSE
3/31/1993,Colombia,Costa Rica,4,1,Friendly,Medellín,Colombia,FALSE
3/31/1993,Denmark,Spain,1,0,FIFA World Cup qualification,Copenhagen,Denmark,FALSE
3/31/1993,Hungary,Greece,0,1,FIFA World Cup qualification,Budapest,Hungary,FALSE
3/31/1993,Ireland,Northern Ireland,3,0,FIFA World Cup qualification,Dublin,Ireland,FALSE
3/31/1993,Poland,Lithuania,1,1,Friendly,Brzeszcze,Poland,FALSE
3/31/1993,Switzerland,Portugal,1,1,FIFA World Cup qualification,Berne,Switzerland,FALSE
3/31/1993,Turkey,England,0,2,FIFA World Cup qualification,Izmir,Turkey,FALSE
3/31/1993,Wales,Belgium,2,0,FIFA World Cup qualification,Cardiff,Wales,FALSE
4/2/1993,Malaysia,United Arab Emirates,0,1,Friendly,Kuala Lumpur,Malaysia,FALSE
4/2/1993,St. Kitts and Nevis,British Virgin Islands,5,1,CFU Caribbean Cup qualification,Basseterre,St. Kitts and Nevis,FALSE
4/3/1993,Niger,Benin,2,2,Friendly,Niamey,Niger,FALSE
4/4/1993,Anguilla,Antigua and Barbuda,0,4,CFU Caribbean Cup qualification,The Valley,Anguilla,FALSE
4/4/1993,Dominican Republic,British Virgin Islands,3,1,CFU Caribbean Cup qualification,Basseterre,St. Kitts and Nevis,TRUE
4/4/1993,El Salvador,Mexico,2,1,FIFA World Cup qualification,San Salvador,El Salvador,FALSE
4/4/1993,Honduras,Canada,2,2,FIFA World Cup qualification,Tegucigalpa,Honduras,FALSE
4/4/1993,Kuwait,Egypt,1,3,Friendly,Kuwait City,Kuwait,FALSE
4/5/1993,Antigua and Barbuda,Sint Maarten,0,2,CFU Caribbean Cup qualification,The Valley,Anguilla,TRUE
4/6/1993,Anguilla,Sint Maarten,0,1,CFU Caribbean Cup qualification,The Valley,Anguilla,FALSE
4/6/1993,St. Kitts and Nevis,Dominican Republic,2,2,CFU Caribbean Cup qualification,Basseterre,St. Kitts and Nevis,FALSE
4/7/1993,Slovenia,Estonia,2,0,Friendly,Ljubljana,Slovenia,FALSE
4/8/1993,Japan,Thailand,1,0,FIFA World Cup qualification,Kobe,Japan,FALSE
4/8/1993,Sri Lanka,United Arab Emirates,0,4,FIFA World Cup qualification,Kyoto,Japan,TRUE
4/9/1993,Algeria,Sierra Leone,0,0,African Cup of Nations qualification,Annaba,Algeria,FALSE
4/9/1993,Egypt,Mali,2,1,African Cup of Nations qualification,Cairo,Egypt,FALSE
4/9/1993,Korea DPR,Vietnam,3,0,FIFA World Cup qualification,Doha,Qatar,TRUE
4/9/1993,Oman,Malaysia,1,0,Friendly,Muscat,Oman,FALSE
4/9/1993,Qatar,Indonesia,3,1,FIFA World Cup qualification,Doha,Qatar,FALSE
4/10/1993,South Africa,Mauritius,0,0,African Cup of Nations qualification,Johannesburg,South Africa,FALSE
4/11/1993,Canada,El Salvador,2,0,FIFA World Cup qualification,Burnaby,Canada,FALSE
4/11/1993,Ethiopia,Nigeria,1,0,African Cup of Nations qualification,Addis Abeba,Ethiopia,FALSE
4/11/1993,Gabon,Benin,2,0,African Cup of Nations qualification,Libreville,Gabon,FALSE
4/11/1993,Guinea,Congo,1,0,African Cup of Nations qualification,Conakry,Guinea,FALSE
4/11/1993,Guinea-Bissau,Senegal,0,3,African Cup of Nations qualification,Bissau,Guinea-Bissau,FALSE
4/11/1993,Japan,Bangladesh,8,0,FIFA World Cup qualification,Tokyo,Japan,FALSE
4/11/1993,Korea DPR,Singapore,2,1,FIFA World Cup qualification,Doha,Qatar,TRUE
4/11/1993,Lesotho,Congo DR,1,1,African Cup of Nations qualification,Maseru,Lesotho,FALSE
4/11/1993,Mexico,Honduras,3,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE
4/11/1993,Morocco,Malawi,0,1,African Cup of Nations qualification,Rabat,Morocco,FALSE
4/11/1993,Mozambique,Kenya,0,0,African Cup of Nations qualification,Maputo,Mozambique,FALSE
4/11/1993,Niger,Cameroon,0,0,African Cup of Nations qualification,Niamey,Niger,FALSE
4/11/1993,Qatar,Vietnam,4,0,FIFA World Cup qualification,Doha,Qatar,FALSE
4/11/1993,Thailand,Sri Lanka,1,0,FIFA World Cup qualification,Kobe,Japan,TRUE
4/13/1993,Korea DPR,Indonesia,4,0,FIFA World Cup qualification,Doha,Qatar,TRUE
4/13/1993,Poland,Finland,2,1,Friendly,Radom,Poland,FALSE
4/13/1993,Sri Lanka,Bangladesh,0,1,FIFA World Cup qualification,Yokohama,Japan,TRUE
4/13/1993,United Arab Emirates,Thailand,1,0,FIFA World Cup qualification,Tokyo,Japan,TRUE
4/13/1993,Vietnam,Singapore,2,3,FIFA World Cup qualification,Doha,Qatar,TRUE
4/14/1993,Austria,Bulgaria,3,1,FIFA World Cup qualification,Vienna,Austria,FALSE
4/14/1993,Denmark,Latvia,2,0,FIFA World Cup qualification,Copenhagen,Denmark,FALSE
4/14/1993,Germany,Ghana,6,1,Friendly,Bochum,Germany,FALSE
4/14/1993,Guadeloupe,Martinique,1,4,CFU Caribbean Cup qualification,Pointe-à-Pitre,Guadeloupe,FALSE
4/14/1993,Italy,Estonia,2,0,FIFA World Cup qualification,Trieste,Italy,FALSE
4/14/1993,Lithuania,Albania,3,1,FIFA World Cup qualification,Vilnius,Lithuania,FALSE
4/14/1993,Luxembourg,Russia,0,4,FIFA World Cup qualification,Luxembourg,Luxembourg,FALSE
4/14/1993,Romania,Cyprus,2,1,FIFA World Cup qualification,Bucharest,Romania,FALSE
4/15/1993,Egypt,Zimbabwe,0,0,FIFA World Cup qualification,Lyon,France,TRUE
4/15/1993,Hungary,Sweden,0,2,Friendly,Budapest,Hungary,FALSE
4/15/1993,Japan,Sri Lanka,5,0,FIFA World Cup qualification,Tokyo,Japan,FALSE
4/15/1993,United Arab Emirates,Bangladesh,1,0,FIFA World Cup qualification,Yokohama,Japan,TRUE
4/16/1993,Algeria,Ivory Coast,1,1,FIFA World Cup qualification,Tlemcen,Algeria,FALSE
4/16/1993,Australia,Kuwait,1,0,Friendly,Singapore,Singapore,TRUE
4/16/1993,Qatar,Singapore,4,1,FIFA World Cup qualification,Doha,Qatar,FALSE
4/16/1993,Vietnam,Indonesia,1,0,FIFA World Cup qualification,Doha,Qatar,TRUE
4/17/1993,Malta,Switzerland,0,2,FIFA World Cup qualification,Attard,Malta,FALSE
4/17/1993,USA,Iceland,1,1,Friendly,Costa Mesa,USA,FALSE
4/18/1993,Cameroon,Guinea,3,1,FIFA World Cup qualification,Yaoundé,Cameroon,FALSE
4/18/1993,Canada,Honduras,3,1,FIFA World Cup qualification,Burnaby,Canada,FALSE
4/18/1993,Indonesia,Singapore,0,2,FIFA World Cup qualification,Doha,Qatar,TRUE
4/18/1993,Japan,United Arab Emirates,2,0,FIFA World Cup qualification,Tokyo,Japan,FALSE
4/18/1993,Mexico,El Salvador,3,1,FIFA World Cup qualification,Mexico City,Mexico,FALSE
4/18/1993,Morocco,Senegal,1,0,FIFA World Cup qualification,Casablanca,Morocco,FALSE
4/18/1993,Qatar,Korea DPR,1,2,FIFA World Cup qualification,Doha,Qatar,FALSE
4/18/1993,Saudi Arabia,New Zealand,3,1,Friendly,Singapore,Singapore,TRUE
4/18/1993,Thailand,Bangladesh,4,1,FIFA World Cup qualification,Tokyo,Japan,TRUE
4/19/1993,Australia,Kuwait,1,3,Friendly,Singapore,Singapore,TRUE
4/22/1993,Singapore,Saudi Arabia,0,3,Friendly,Singapore,Singapore,FALSE
4/23/1993,Hong Kong,Kuwait,2,2,Friendly,Singapore,Singapore,TRUE
4/24/1993,Indonesia,Qatar,1,4,FIFA World Cup qualification,Singapore,Singapore,TRUE
4/24/1993,Kenya,Lesotho,3,0,African Cup of Nations qualification,Nairobi,Kenya,FALSE
4/24/1993,Saudi Arabia,New Zealand,1,0,Friendly,Singapore,Singapore,TRUE
4/24/1993,Sierra Leone,Guinea-Bissau,2,0,African Cup of Nations qualification,Freetown,Sierra Leone,FALSE
4/24/1993,South Africa,Zimbabwe,1,1,African Cup of Nations qualification,Johannesburg,South Africa,FALSE
4/24/1993,Vietnam,Korea DPR,0,1,FIFA World Cup qualification,Singapore,Singapore,TRUE
4/25/1993,Cameroon,Gabon,0,0,African Cup of Nations qualification,Yaoundé,Cameroon,FALSE
4/25/1993,Congo,Burundi,0,0,African Cup of Nations qualification,Pointe-Noire,Congo,FALSE
4/25/1993,Cyprus,Faroe Islands,3,1,FIFA World Cup qualification,Limassol,Cyprus,FALSE
4/25/1993,Ethiopia,Uganda,2,2,African Cup of Nations qualification,Addis Abeba,Ethiopia,FALSE
4/25/1993,Grenada,Dominica,1,1,CFU Caribbean Cup qualification,St. George's,Grenada,FALSE
4/25/1993,Honduras,El Salvador,2,0,FIFA World Cup qualification,Tegucigalpa,Honduras,FALSE
4/25/1993,Hong Kong,Kuwait,0,1,Friendly,Singapore,Singapore,TRUE
4/25/1993,Korea Republic,Iraq,1,1,Friendly,Changwon,Korea Republic,FALSE
4/25/1993,Mauritius,Zambia,0,3,African Cup of Nations qualification,Port Louis,Mauritius,FALSE
4/25/1993,Mexico,Canada,4,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE
4/25/1993,Morocco,Mali,1,0,African Cup of Nations qualification,Casablanca,Morocco,FALSE
4/25/1993,Mozambique,Congo DR,0,0,African Cup of Nations qualification,Maputo,Mozambique,FALSE
4/25/1993,Niger,Benin,4,1,African Cup of Nations qualification,Niamey,Niger,FALSE
4/25/1993,St. Vincent and the Grenadines,St. Lucia,0,1,CFU Caribbean Cup qualification,St. George's,Grenada,TRUE
4/26/1993,Singapore,Korea DPR,1,3,FIFA World Cup qualification,Singapore,Singapore,FALSE
4/26/1993,Vietnam,Qatar,0,4,FIFA World Cup qualification,Singapore,Singapore,TRUE
4/27/1993,Dominica,St. Lucia,2,4,CFU Caribbean Cup qualification,St. George's,Grenada,TRUE
4/27/1993,Ukraine,Israel,1,1,Friendly,Odesa,Ukraine,FALSE
4/28/1993,Bulgaria,Finland,2,0,FIFA World Cup qualification,Sofia,Bulgaria,FALSE
4/28/1993,Czech Republic,Wales,1,1,FIFA World Cup qualification,Ostrava,Czech Republic,FALSE
4/28/1993,England,Netherlands,2,2,FIFA World Cup qualification,London,England,FALSE
4/28/1993,France,Sweden,2,1,FIFA World Cup qualification,Paris,France,FALSE
4/28/1993,Indonesia,Korea DPR,1,2,FIFA World Cup qualification,Singapore,Singapore,TRUE
4/28/1993,Ireland,Denmark,1,1,FIFA World Cup qualification,Dublin,Ireland,FALSE
4/28/1993,Korea Republic,Iraq,2,2,Friendly,Ulsan,Korea Republic,FALSE
4/28/1993,Norway,Turkey,3,1,FIFA World Cup qualification,Oslo,Norway,FALSE
4/28/1993,Poland,San Marino,1,0,FIFA World Cup qualification,Łódź,Poland,FALSE
4/28/1993,Portugal,Scotland,5,0,FIFA World Cup qualification,Lisbon,Portugal,FALSE
4/28/1993,Russia,Hungary,3,0,FIFA World Cup qualification,Moscow,Russia,FALSE
4/28/1993,Singapore,Vietnam,1,0,FIFA World Cup qualification,Singapore,Singapore,FALSE
4/28/1993,Spain,Northern Ireland,3,1,FIFA World Cup qualification,Seville,Spain,FALSE
4/28/1993,Thailand,Japan,0,1,FIFA World Cup qualification,Dubai,United Arab Emirates,TRUE
4/28/1993,United Arab Emirates,Sri Lanka,3,0,FIFA World Cup qualification,Al Ain,United Arab Emirates,FALSE
4/29/1993,Dominica,St. Vincent and the Grenadines,0,2,CFU Caribbean Cup qualification,St. George's,Grenada,TRUE
4/29/1993,Grenada,St. Lucia,0,1,CFU Caribbean Cup qualification,St. George's,Grenada,FALSE
4/30/1993,Bangladesh,Japan,1,4,FIFA World Cup qualification,Dubai,United Arab Emirates,TRUE
4/30/1993,Indonesia,Vietnam,2,1,FIFA World Cup qualification,Singapore,Singapore,TRUE
4/30/1993,Singapore,Qatar,1,0,FIFA World Cup qualification,Singapore,Singapore,FALSE
4/30/1993,United Arab Emirates,Thailand,2,1,FIFA World Cup qualification,Al Ain,United Arab Emirates,FALSE
5/1/1993,Macau,Saudi Arabia,0,6,FIFA World Cup qualification,Kuala Lumpur,Malaysia,TRUE
5/1/1993,Malaysia,Kuwait,1,1,FIFA World Cup qualification,Kuala Lumpur,Malaysia,FALSE
5/1/1993,Switzerland,Italy,1,0,FIFA World Cup qualification,Berne,Switzerland,FALSE
5/2/1993,El Salvador,Canada,1,2,FIFA World Cup qualification,San Salvador,El Salvador,FALSE
5/2/1993,Guinea,Zimbabwe,3,0,FIFA World Cup qualification,Conakry,Guinea,FALSE
5/2/1993,Honduras,Mexico,1,4,FIFA World Cup qualification,Tegucigalpa,Honduras,FALSE
5/2/1993,Ivory Coast,Nigeria,2,1,FIFA World Cup qualification,Abidjan,Ivory Coast,FALSE
5/2/1993,Korea DPR,Qatar,2,2,FIFA World Cup qualification,Singapore,Singapore,TRUE
5/2/1993,Singapore,Indonesia,2,1,FIFA World Cup qualification,Singapore,Singapore,FALSE
5/3/1993,Guernsey,Jersey,1,2,Friendly,St. Sampson,Guernsey,FALSE
5/3/1993,Macau,Kuwait,1,10,FIFA World Cup qualification,Kuala Lumpur,Malaysia,TRUE
5/3/1993,Malaysia,Saudi Arabia,1,1,FIFA World Cup qualification,Kuala Lumpur,Malaysia,FALSE
5/3/1993,Sri Lanka,Thailand,0,3,FIFA World Cup qualification,Dubai,United Arab Emirates,TRUE
5/3/1993,United Arab Emirates,Bangladesh,7,0,FIFA World Cup qualification,Al Ain,United Arab Emirates,FALSE
5/5/1993,Bangladesh,Thailand,1,4,FIFA World Cup qualification,Dubai,United Arab Emirates,TRUE
5/5/1993,Kuwait,Saudi Arabia,0,0,FIFA World Cup qualification,Kuala Lumpur,Malaysia,TRUE
5/5/1993,Malaysia,Macau,9,0,FIFA World Cup qualification,Kuala Lumpur,Malaysia,FALSE
5/5/1993,Sri Lanka,Japan,0,6,FIFA World Cup qualification,Dubai,United Arab Emirates,TRUE
